HomeTeam,HomeXG,AwayTeam,AwayXG,Season
Southampton,0.7,Everton,0.9,2018-19
Liverpool,2.6,Crystal Palace,0.7,2018-19
Watford,1.3,Burnley,1.8,2018-19
Arsenal,1.5,Chelsea,0.9,2018-19
Huddersfield,0.9,Man City,2.0,2018-19
Fulham,0.9,Tottenham,1.7,2018-19
Fulham,3.3,Brighton,2.2,2018-19
Huddersfield,0.7,Everton,1.1,2018-19
Wolves,2.2,West Ham,0.2,2018-19
Arsenal,2.6,Cardiff,0.8,2018-19
Newcastle,1.1,Man City,1.4,2018-19
Man United,3.1,Burnley,0.8,2018-19
Bournemouth,2.0,Chelsea,0.7,2018-19
Southampton,1.2,Crystal Palace,1.1,2018-19
Tottenham,1.7,Watford,0.5,2018-19
Liverpool,0.6,Leicester,1.1,2018-19
Tottenham,2.2,Newcastle,0.4,2018-19
Brighton,1.6,Watford,0.3,2018-19
Chelsea,2.6,Huddersfield,0.3,2018-19
Everton,1.2,Wolves,1.4,2018-19
Burnley,2.4,Southampton,0.7,2018-19
Crystal Palace,2.2,Fulham,0.6,2018-19
Cardiff,2.1,Bournemouth,0.5,2018-19
Leicester,1.5,Man United,1.3,2018-19
Man City,2.7,Arsenal,0.7,2018-19
West Ham,0.8,Liverpool,1.1,2018-19
Everton,0.1,Man City,2.2,2018-19
Fulham,2.2,Man United,1.9,2018-19
Crystal Palace,2.6,West Ham,1.7,2018-19
Liverpool,2.0,Bournemouth,0.4,2018-19
Southampton,1.5,Cardiff,0.8,2018-19
Watford,1.3,Everton,0.7,2018-19
Huddersfield,1.6,Arsenal,1.4,2018-19
Brighton,1.1,Burnley,2.1,2018-19
Tottenham,1.1,Leicester,3.3,2018-19
Man City,3.0,Chelsea,0.9,2018-19
Wolves,2.3,Newcastle,0.4,2018-19
West Ham,2.4,Fulham,1.3,2018-19
Cardiff,2.0,Watford,2.1,2018-19
Burnley,1.2,Tottenham,0.9,2018-19
Bournemouth,2.4,Wolves,1.5,2018-19
Newcastle,2.8,Huddersfield,0.2,2018-19
Leicester,1.2,Crystal Palace,1.7,2018-19
Arsenal,2.1,Southampton,0.8,2018-19
Man United,0.3,Liverpool,0.5,2018-19
Cardiff,0.3,Everton,1.0,2018-19
Huddersfield,1.6,Wolves,0.6,2018-19
Leicester,1.8,Brighton,1.2,2018-19
Newcastle,1.4,Burnley,1.6,2018-19
Arsenal,2.5,Bournemouth,0.9,2018-19
Southampton,1.3,Fulham,0.8,2018-19
Crystal Palace,1.7,Man United,1.0,2018-19
Chelsea,0.6,Tottenham,0.6,2018-19
Liverpool,1.9,Watford,0.3,2018-19
Man City,3.5,West Ham,0.4,2018-19
Tottenham,1.6,Arsenal,2.6,2018-19
Man United,2.2,Southampton,0.4,2018-19
Wolves,2.8,Cardiff,0.6,2018-19
Bournemouth,0.0,Man City,1.2,2018-19
Brighton,1.2,Huddersfield,0.2,2018-19
Burnley,2.1,Crystal Palace,0.5,2018-19
West Ham,2.0,Newcastle,1.1,2018-19
Watford,0.8,Leicester,0.9,2018-19
Fulham,0.8,Chelsea,1.2,2018-19
Everton,0.3,Liverpool,1.1,2018-19
Crystal Palace,1.5,Brighton,0.2,2018-19
Newcastle,2.4,Everton,1.1,2018-19
Cardiff,3.5,West Ham,0.3,2018-19
Huddersfield,0.3,Bournemouth,1.9,2018-19
Leicester,2.0,Fulham,0.2,2018-19
Southampton,2.1,Tottenham,1.3,2018-19
Man City,3.4,Watford,0.2,2018-19
Liverpool,4.0,Burnley,0.4,2018-19
Chelsea,1.1,Wolves,0.5,2018-19
Arsenal,1.7,Man United,2.3,2018-19
West Ham,1.7,Huddersfield,1.0,2018-19
Burnley,1.0,Leicester,0.9,2018-19
Bournemouth,1.3,Newcastle,1.1,2018-19
Fulham,1.1,Liverpool,2.6,2018-19
Everton,2.3,Chelsea,1.4,2018-19
Fulham,0.5,Man City,1.8,2018-19
Burnley,0.5,Wolves,0.5,2018-19
Crystal Palace,2.7,Huddersfield,1.1,2018-19
Leicester,1.3,Bournemouth,0.8,2018-19
Brighton,0.7,Southampton,0.7,2018-19
Man United,1.6,Watford,1.5,2018-19
West Ham,0.1,Everton,1.8,2018-19
Cardiff,0.5,Chelsea,1.8,2018-19
Liverpool,1.0,Tottenham,0.7,2018-19
Arsenal,0.8,Newcastle,0.1,2018-19
Wolves,1.8,Man United,1.8,2018-19
Watford,1.2,Fulham,1.6,2018-19
Chelsea,2.7,Brighton,0.4,2018-19
Tottenham,2.1,Crystal Palace,0.3,2018-19
Man City,3.2,Cardiff,0.1,2018-19
Southampton,0.9,Liverpool,1.9,2018-19
Huddersfield,1.7,Leicester,3.5,2018-19
Bournemouth,1.1,Burnley,1.2,2018-19
Newcastle,0.9,Crystal Palace,0.9,2018-19
Everton,2.4,Arsenal,0.3,2018-19
Chelsea,1.9,West Ham,0.6,2018-19
Leicester,1.0,Newcastle,1.1,2018-19
Tottenham,2.5,Huddersfield,0.8,2018-19
Burnley,2.6,Cardiff,0.9,2018-19
Fulham,1.5,Everton,1.1,2018-19
Southampton,2.9,Wolves,0.8,2018-19
Brighton,0.3,Bournemouth,2.5,2018-19
Man United,2.5,West Ham,1.4,2018-19
Crystal Palace,0.4,Man City,2.5,2018-19
Liverpool,1.2,Chelsea,0.7,2018-19
Watford,1.0,Arsenal,2.3,2018-19
Brighton,0.6,Cardiff,0.9,2018-19
Man City,1.9,Tottenham,1.0,2018-19
West Ham,1.2,Leicester,0.9,2018-19
Bournemouth,2.2,Fulham,2.5,2018-19
Huddersfield,1.0,Watford,0.9,2018-19
Wolves,2.7,Brighton,0.2,2018-19
Newcastle,1.4,Southampton,1.2,2018-19
Everton,1.6,Man United,0.3,2018-19
Arsenal,1.2,Crystal Palace,1.6,2018-19
Cardiff,1.1,Liverpool,3.0,2018-19
Chelsea,1.3,Burnley,0.7,2018-19
Watford,1.3,Southampton,2.0,2018-19
Tottenham,1.3,Brighton,0.3,2018-19
Wolves,1.2,Arsenal,0.8,2018-19
Man United,0.5,Man City,0.5,2018-19
Liverpool,3.1,Huddersfield,0.2,2018-19
Tottenham,1.6,West Ham,1.1,2018-19
Watford,0.8,Wolves,2.0,2018-19
Fulham,0.5,Cardiff,1.1,2018-19
Southampton,2.5,Bournemouth,2.3,2018-19
Crystal Palace,0.3,Everton,1.5,2018-19
Brighton,1.3,Newcastle,0.4,2018-19
Leicester,3.3,Arsenal,0.6,2018-19
Burnley,0.1,Man City,2.5,2018-19
Man United,1.1,Chelsea,1.7,2018-19
Everton,1.7,Burnley,0.3,2018-19
Bournemouth,1.7,Tottenham,0.7,2018-19
Wolves,2.0,Fulham,0.5,2018-19
West Ham,1.9,Southampton,0.5,2018-19
Cardiff,1.9,Crystal Palace,1.6,2018-19
Newcastle,1.4,Liverpool,1.2,2018-19
Huddersfield,1.0,Man United,1.8,2018-19
Chelsea,2.3,Watford,1.7,2018-19
Arsenal,2.4,Brighton,1.9,2018-19
Man City,1.0,Leicester,0.5,2018-19
Southampton,0.6,Huddersfield,0.7,2018-19
Brighton,0.5,Man City,1.6,2018-19
Leicester,0.4,Chelsea,1.5,2018-19
Crystal Palace,2.8,Bournemouth,1.6,2018-19
Burnley,1.7,Arsenal,2.7,2018-19
Tottenham,0.6,Everton,2.0,2018-19
Liverpool,1.6,Wolves,1.3,2018-19
Man United,1.5,Cardiff,1.6,2018-19
Fulham,0.7,Newcastle,2.1,2018-19
Watford,2.2,West Ham,3.1,2018-19
Arsenal,2.5,Leicester,1.5,2017-18
Watford,2.1,Liverpool,2.6,2017-18
Crystal Palace,1.1,Huddersfield,1.5,2017-18
West Brom,1.3,Bournemouth,0.5,2017-18
Chelsea,1.5,Burnley,0.6,2017-18
Everton,0.6,Stoke,0.4,2017-18
Southampton,2.0,Swansea,0.3,2017-18
Brighton,0.3,Man City,1.9,2017-18
Newcastle,0.8,Tottenham,2.5,2017-18
Man United,2.1,West Ham,0.5,2017-18
Swansea,0.4,Man United,3.0,2017-18
Bournemouth,1.0,Watford,2.4,2017-18
Southampton,2.1,West Ham,2.0,2017-18
Leicester,2.0,Brighton,0.2,2017-18
Burnley,1.3,West Brom,0.9,2017-18
Liverpool,2.5,Crystal Palace,0.7,2017-18
Stoke,0.7,Arsenal,1.5,2017-18
Huddersfield,0.3,Newcastle,0.7,2017-18
Tottenham,0.7,Chelsea,0.7,2017-18
Man City,1.1,Everton,0.6,2017-18
Bournemouth,0.5,Man City,1.4,2017-18
Huddersfield,1.4,Southampton,0.7,2017-18
Watford,0.3,Brighton,1.1,2017-18
Crystal Palace,0.9,Swansea,0.7,2017-18
Newcastle,2.3,West Ham,0.6,2017-18
Man United,2.8,Leicester,0.9,2017-18
Chelsea,1.0,Everton,0.4,2017-18
West Brom,0.8,Stoke,1.3,2017-18
Tottenham,2.3,Burnley,0.9,2017-18
Liverpool,3.1,Arsenal,0.6,2017-18
Man City,2.4,Liverpool,0.7,2017-18
Everton,0.9,Tottenham,1.8,2017-18
Arsenal,2.2,Bournemouth,0.6,2017-18
Leicester,1.4,Chelsea,0.8,2017-18
Brighton,0.4,West Brom,1.0,2017-18
Southampton,0.3,Watford,0.7,2017-18
Stoke,1.2,Man United,2.1,2017-18
Burnley,0.3,Crystal Palace,2.0,2017-18
Swansea,1.2,Newcastle,1.0,2017-18
West Ham,1.7,Huddersfield,0.4,2017-18
Bournemouth,1.2,Brighton,0.9,2017-18
Crystal Palace,2.0,Southampton,1.0,2017-18
Newcastle,2.0,Stoke,0.7,2017-18
Huddersfield,0.7,Leicester,1.3,2017-18
Liverpool,2.2,Burnley,0.2,2017-18
West Brom,0.7,West Ham,0.3,2017-18
Watford,0.5,Man City,3.3,2017-18
Tottenham,1.1,Swansea,0.2,2017-18
Chelsea,0.8,Arsenal,1.4,2017-18
Man United,2.9,Everton,1.1,2017-18
West Ham,0.6,Tottenham,1.2,2017-18
Southampton,1.0,Man United,1.2,2017-18
Stoke,0.8,Chelsea,1.4,2017-18
Man City,4.5,Crystal Palace,0.6,2017-18
Burnley,0.3,Huddersfield,0.3,2017-18
Swansea,1.7,Watford,1.2,2017-18
Everton,2.0,Bournemouth,0.3,2017-18
Leicester,2.8,Liverpool,1.7,2017-18
Brighton,1.0,Newcastle,1.5,2017-18
Arsenal,2.2,West Brom,0.9,2017-18
Huddersfield,0.2,Tottenham,1.5,2017-18
Stoke,2.4,Southampton,1.4,2017-18
West Ham,0.7,Swansea,0.2,2017-18
Man United,2.8,Crystal Palace,0.4,2017-18
Bournemouth,1.4,Leicester,0.6,2017-18
West Brom,1.9,Watford,1.4,2017-18
Chelsea,0.5,Man City,0.9,2017-18
Arsenal,2.4,Brighton,0.4,2017-18
Everton,1.1,Burnley,0.4,2017-18
Newcastle,0.3,Liverpool,1.3,2017-18
Liverpool,1.5,Man United,0.2,2017-18
Tottenham,1.8,Bournemouth,0.2,2017-18
Burnley,1.2,West Ham,0.9,2017-18
Crystal Palace,1.7,Chelsea,0.8,2017-18
Swansea,1.5,Huddersfield,0.7,2017-18
Man City,3.8,Stoke,0.5,2017-18
Watford,1.6,Arsenal,1.0,2017-18
Brighton,1.0,Everton,1.5,2017-18
Southampton,1.5,Newcastle,1.2,2017-18
Leicester,1.3,West Brom,0.2,2017-18
West Ham,0.7,Brighton,1.4,2017-18
Chelsea,1.9,Watford,1.9,2017-18
Man City,3.1,Burnley,0.2,2017-18
Huddersfield,1.2,Man United,0.8,2017-18
Swansea,0.8,Leicester,1.9,2017-18
Stoke,1.2,Bournemouth,1.1,2017-18
Newcastle,0.3,Crystal Palace,0.5,2017-18
Southampton,2.0,West Brom,0.4,2017-18
Everton,1.0,Arsenal,3.5,2017-18
Tottenham,2.0,Liverpool,0.6,2017-18
Man United,0.8,Tottenham,1.2,2017-18
Arsenal,2.0,Swansea,0.9,2017-18
Crystal Palace,2.6,West Ham,0.8,2017-18
Watford,1.2,Stoke,1.1,2017-18
Liverpool,2.1,Huddersfield,0.1,2017-18
West Brom,1.5,Man City,2.3,2017-18
Bournemouth,0.5,Chelsea,1.6,2017-18
Brighton,1.2,Southampton,0.3,2017-18
Leicester,1.3,Everton,0.6,2017-18
Burnley,0.9,Newcastle,0.5,2017-18
Stoke,1.0,Leicester,1.5,2017-18
Southampton,0.7,Burnley,0.2,2017-18
Swansea,1.3,Brighton,0.9,2017-18
Huddersfield,0.3,West Brom,0.4,2017-18
Newcastle,0.7,Bournemouth,1.5,2017-18
West Ham,1.2,Liverpool,2.7,2017-18
Tottenham,0.9,Crystal Palace,0.8,2017-18
Man City,1.8,Arsenal,0.3,2017-18
Everton,2.1,Watford,2.0,2017-18
Chelsea,1.6,Man United,0.7,2017-18
Arsenal,2.1,Tottenham,0.7,2017-18
West Brom,0.8,Chelsea,1.6,2017-18
Bournemouth,0.7,Huddersfield,1.2,2017-18
Liverpool,2.0,Southampton,0.4,2017-18
Burnley,1.6,Swansea,0.6,2017-18
Crystal Palace,2.0,Everton,1.8,2017-18
Leicester,0.2,Man City,1.9,2017-18
Man United,3.1,Newcastle,1.1,2017-18
Watford,1.0,West Ham,1.6,2017-18
Brighton,0.5,Stoke,1.0,2017-18
West Ham,0.9,Leicester,0.4,2017-18
Tottenham,1.8,West Brom,0.7,2017-18
Man United,1.2,Brighton,0.5,2017-18
Swansea,0.9,Bournemouth,0.4,2017-18
Crystal Palace,1.4,Stoke,0.7,2017-18
Newcastle,0.9,Watford,2.0,2017-18
Liverpool,1.2,Chelsea,0.8,2017-18
Southampton,2.0,Everton,0.2,2017-18
Burnley,0.4,Arsenal,1.8,2017-18
Huddersfield,0.6,Man City,2.6,2017-18
Brighton,0.6,Crystal Palace,0.5,2017-18
Leicester,0.6,Tottenham,2.4,2017-18
Watford,1.4,Man United,1.2,2017-18
West Brom,1.5,Newcastle,0.9,2017-18
Chelsea,1.5,Swansea,0.1,2017-18
Bournemouth,1.2,Burnley,1.1,2017-18
Arsenal,4.0,Huddersfield,0.5,2017-18
Stoke,0.9,Liverpool,2.9,2017-18
Everton,1.5,West Ham,1.1,2017-18
Man City,1.4,Southampton,1.3,2017-18
Chelsea,3.2,Newcastle,0.6,2017-18
Watford,0.4,Tottenham,0.8,2017-18
West Brom,1.9,Crystal Palace,0.6,2017-18
Stoke,1.1,Swansea,0.4,2017-18
Brighton,1.7,Liverpool,1.8,2017-18
Everton,0.7,Huddersfield,0.3,2017-18
Leicester,1.4,Burnley,1.0,2017-18
Arsenal,4.7,Man United,1.8,2017-18
Bournemouth,0.9,Southampton,1.5,2017-18
Man City,2.3,West Ham,0.6,2017-18
West Ham,0.3,Chelsea,1.2,2017-18
Huddersfield,2.2,Brighton,0.3,2017-18
Crystal Palace,3.9,Bournemouth,0.7,2017-18
Tottenham,3.6,Stoke,0.5,2017-18
Burnley,0.5,Watford,1.1,2017-18
Swansea,1.5,West Brom,0.3,2017-18
Newcastle,0.9,Leicester,0.5,2017-18
Southampton,1.3,Arsenal,0.7,2017-18
Liverpool,1.6,Everton,0.9,2017-18
Man United,1.4,Man City,1.7,2017-18
Burnley,0.4,Stoke,1.1,2017-18
Crystal Palace,1.2,Watford,1.2,2017-18
Huddersfield,0.7,Chelsea,1.5,2017-18
Newcastle,0.8,Everton,1.2,2017-18
Southampton,1.5,Leicester,1.8,2017-18
Swansea,0.6,Man City,2.7,2017-18
Liverpool,2.1,West Brom,0.4,2017-18
West Ham,0.4,Arsenal,1.0,2017-18
Tottenham,1.5,Brighton,0.4,2017-18
Man United,1.1,Bournemouth,0.8,2017-18
Leicester,0.9,Crystal Palace,1.7,2017-18
Watford,0.6,Huddersfield,3.4,2017-18
Arsenal,1.8,Newcastle,0.3,2017-18
Brighton,1.5,Burnley,1.2,2017-18
Chelsea,1.4,Southampton,0.5,2017-18
Stoke,1.1,West Ham,3.1,2017-18
Man City,3.4,Tottenham,0.2,2017-18
West Brom,1.1,Man United,0.7,2017-18
Bournemouth,0.6,Liverpool,2.5,2017-18
Everton,2.0,Swansea,0.8,2017-18
Arsenal,1.2,Liverpool,2.0,2017-18
Everton,0.3,Chelsea,1.8,2017-18
Stoke,1.4,West Brom,2.0,2017-18
Brighton,1.1,Watford,1.5,2017-18
Swansea,0.5,Crystal Palace,1.3,2017-18
Southampton,1.3,Huddersfield,1.1,2017-18
Man City,1.5,Bournemouth,0.4,2017-18
West Ham,2.1,Newcastle,1.7,2017-18
Burnley,0.2,Tottenham,3.1,2017-18
Leicester,1.4,Man United,1.9,2017-18
Tottenham,3.0,Southampton,0.8,2017-18
Bournemouth,2.9,West Ham,1.7,2017-18
Watford,1.2,Leicester,1.3,2017-18
West Brom,1.5,Everton,0.4,2017-18
Man United,2.0,Burnley,0.5,2017-18
Huddersfield,1.8,Stoke,1.6,2017-18
Chelsea,2.1,Brighton,0.5,2017-18
Liverpool,3.1,Swansea,0.4,2017-18
Newcastle,0.2,Man City,1.8,2017-18
Crystal Palace,1.3,Arsenal,1.8,2017-18
Huddersfield,0.1,Burnley,1.2,2017-18
Chelsea,2.6,Stoke,0.2,2017-18
Bournemouth,1.5,Everton,0.5,2017-18
Liverpool,2.9,Leicester,0.7,2017-18
Watford,1.2,Swansea,1.1,2017-18
Newcastle,0.5,Brighton,0.5,2017-18
Man United,1.7,Southampton,0.6,2017-18
Crystal Palace,1.3,Man City,1.3,2017-18
West Brom,1.5,Arsenal,0.9,2017-18
Brighton,2.4,Bournemouth,1.5,2017-18
Leicester,1.5,Huddersfield,0.2,2017-18
Burnley,1.3,Liverpool,1.7,2017-18
Stoke,1.5,Newcastle,1.7,2017-18
Everton,1.2,Man United,1.4,2017-18
West Ham,1.3,West Brom,1.0,2017-18
Swansea,0.4,Tottenham,1.3,2017-18
Southampton,0.4,Crystal Palace,1.3,2017-18
Man City,2.1,Watford,1.0,2017-18
Arsenal,1.2,Chelsea,3.0,2017-18
Tottenham,1.8,West Ham,0.5,2017-18
Newcastle,1.4,Swansea,1.3,2017-18
Crystal Palace,1.4,Burnley,0.7,2017-18
Chelsea,0.6,Leicester,1.2,2017-18
Huddersfield,0.7,West Ham,0.9,2017-18
West Brom,1.0,Brighton,0.6,2017-18
Watford,2.0,Southampton,0.9,2017-18
Tottenham,3.8,Everton,0.3,2017-18
Bournemouth,0.8,Arsenal,1.1,2017-18
Liverpool,0.8,Man City,0.8,2017-18
Man United,1.5,Stoke,1.3,2017-18
Brighton,0.8,Chelsea,1.3,2017-18
Everton,1.1,West Brom,1.1,2017-18
Leicester,1.9,Watford,0.9,2017-18
Stoke,1.0,Huddersfield,0.3,2017-18
Arsenal,2.9,Crystal Palace,0.6,2017-18
West Ham,0.8,Bournemouth,0.5,2017-18
Burnley,1.0,Man United,0.8,2017-18
Man City,2.1,Newcastle,1.0,2017-18
Southampton,0.8,Tottenham,1.2,2017-18
Swansea,0.2,Liverpool,2.5,2017-18
West Ham,1.1,Crystal Palace,0.9,2017-18
Swansea,2.1,Arsenal,1.3,2017-18
Huddersfield,0.3,Liverpool,1.8,2017-18
Southampton,1.4,Brighton,1.1,2017-18
Chelsea,1.2,Bournemouth,1.1,2017-18
Everton,1.2,Leicester,2.2,2017-18
Newcastle,2.2,Burnley,1.0,2017-18
Stoke,0.9,Watford,0.7,2017-18
Man City,2.3,West Brom,0.2,2017-18
Tottenham,1.5,Man United,1.0,2017-18
Burnley,0.9,Man City,1.8,2017-18
West Brom,0.8,Southampton,0.9,2017-18
Bournemouth,1.7,Stoke,0.7,2017-18
Man United,1.6,Huddersfield,0.2,2017-18
Brighton,1.7,West Ham,0.4,2017-18
Leicester,1.7,Swansea,0.3,2017-18
Arsenal,2.6,Everton,1.2,2017-18
Crystal Palace,3.0,Newcastle,0.9,2017-18
Liverpool,1.2,Tottenham,2.6,2017-18
Watford,2.3,Chelsea,0.7,2017-18
Tottenham,2.6,Arsenal,0.6,2017-18
Everton,1.5,Crystal Palace,1.5,2017-18
Swansea,0.7,Burnley,0.5,2017-18
Stoke,1.4,Brighton,1.1,2017-18
West Ham,1.5,Watford,0.6,2017-18
Man City,2.5,Leicester,0.1,2017-18
Huddersfield,2.2,Bournemouth,0.3,2017-18
Newcastle,0.5,Man United,1.9,2017-18
Southampton,0.9,Liverpool,1.9,2017-18
Chelsea,1.9,West Brom,0.7,2017-18
Leicester,1.2,Stoke,0.2,2017-18
West Brom,1.2,Huddersfield,1.1,2017-18
Bournemouth,1.7,Newcastle,3.0,2017-18
Liverpool,4.0,West Ham,0.4,2017-18
Burnley,1.3,Southampton,0.8,2017-18
Brighton,3.0,Swansea,0.6,2017-18
Watford,0.6,Everton,0.8,2017-18
Crystal Palace,0.2,Tottenham,1.7,2017-18
Man United,1.2,Chelsea,1.7,2017-18
Arsenal,1.3,Man City,1.5,2017-18
Burnley,2.1,Everton,1.5,2017-18
Watford,1.3,West Brom,1.1,2017-18
Swansea,1.8,West Ham,0.4,2017-18
Leicester,2.7,Bournemouth,1.4,2017-18
Southampton,0.9,Stoke,0.8,2017-18
Tottenham,1.6,Huddersfield,0.1,2017-18
Liverpool,1.5,Newcastle,0.3,2017-18
Brighton,1.2,Arsenal,1.2,2017-18
Man City,0.9,Chelsea,0.1,2017-18
Crystal Palace,0.6,Man United,1.2,2017-18
Man United,0.7,Liverpool,0.7,2017-18
West Ham,0.8,Burnley,1.4,2017-18
Newcastle,1.3,Southampton,0.3,2017-18
West Brom,0.3,Leicester,2.1,2017-18
Everton,1.5,Brighton,0.3,2017-18
Huddersfield,1.4,Swansea,0.0,2017-18
Chelsea,3.1,Crystal Palace,1.1,2017-18
Arsenal,2.2,Watford,1.4,2017-18
Bournemouth,1.2,Tottenham,2.4,2017-18
Stoke,0.4,Man City,1.6,2017-18
Stoke,0.8,Everton,2.3,2017-18
Bournemouth,0.7,West Brom,1.6,2017-18
Huddersfield,0.3,Crystal Palace,2.7,2017-18
Liverpool,2.3,Watford,0.4,2017-18
Crystal Palace,1.9,Liverpool,1.8,2017-18
Man United,2.2,Swansea,0.2,2017-18
Brighton,1.8,Leicester,1.2,2017-18
West Brom,0.5,Burnley,1.3,2017-18
West Ham,1.4,Southampton,0.5,2017-18
Newcastle,2.4,Huddersfield,0.1,2017-18
Watford,0.7,Bournemouth,1.7,2017-18
Everton,0.9,Man City,1.5,2017-18
Arsenal,3.3,Stoke,0.4,2017-18
Chelsea,1.0,Tottenham,1.4,2017-18
Everton,0.6,Liverpool,0.9,2017-18
Stoke,1.4,Tottenham,1.7,2017-18
Leicester,1.4,Newcastle,0.4,2017-18
Watford,1.2,Burnley,1.0,2017-18
Brighton,1.5,Huddersfield,1.5,2017-18
Bournemouth,1.9,Crystal Palace,1.1,2017-18
West Brom,1.2,Swansea,0.8,2017-18
Man City,2.6,Man United,1.1,2017-18
Arsenal,1.6,Southampton,2.0,2017-18
Chelsea,1.7,West Ham,0.3,2017-18
Southampton,1.0,Chelsea,0.8,2017-18
Crystal Palace,2.1,Brighton,1.5,2017-18
Huddersfield,0.8,Watford,0.2,2017-18
Burnley,0.9,Leicester,1.9,2017-18
Swansea,1.3,Everton,1.6,2017-18
Liverpool,2.0,Bournemouth,0.3,2017-18
Tottenham,0.4,Man City,2.9,2017-18
Newcastle,0.8,Arsenal,1.2,2017-18
Man United,0.7,West Brom,0.7,2017-18
West Ham,0.8,Stoke,1.7,2017-18
Brighton,1.1,Tottenham,1.3,2017-18
Bournemouth,1.2,Man United,1.3,2017-18
Burnley,0.2,Chelsea,1.7,2017-18
Leicester,0.6,Southampton,0.8,2017-18
West Brom,1.3,Liverpool,1.3,2017-18
Watford,0.6,Crystal Palace,0.3,2017-18
Arsenal,1.8,West Ham,0.8,2017-18
Stoke,0.4,Burnley,1.6,2017-18
Man City,3.2,Swansea,0.3,2017-18
Everton,0.7,Newcastle,0.8,2017-18
Liverpool,1.9,Stoke,0.6,2017-18
Newcastle,1.8,West Brom,0.7,2017-18
Southampton,1.5,Bournemouth,0.7,2017-18
Huddersfield,0.6,Everton,0.6,2017-18
Crystal Palace,3.0,Leicester,0.6,2017-18
Burnley,1.5,Brighton,0.4,2017-18
Swansea,0.7,Chelsea,1.5,2017-18
West Ham,0.2,Man City,2.4,2017-18
Man United,1.7,Arsenal,0.5,2017-18
Tottenham,1.4,Watford,1.3,2017-18
Brighton,1.0,Man United,0.8,2017-18
Stoke,0.5,Crystal Palace,1.1,2017-18
Leicester,0.5,West Ham,1.6,2017-18
West Brom,1.6,Tottenham,1.2,2017-18
Bournemouth,1.9,Swansea,1.3,2017-18
Watford,2.5,Newcastle,0.7,2017-18
Everton,0.5,Southampton,0.7,2017-18
Man City,0.8,Huddersfield,0.2,2017-18
Chelsea,0.6,Liverpool,0.5,2017-18
Arsenal,2.6,Burnley,0.3,2017-18
Swansea,0.5,Southampton,1.2,2017-18
Leicester,2.2,Arsenal,1.4,2017-18
Chelsea,1.9,Huddersfield,0.7,2017-18
Tottenham,0.8,Newcastle,1.0,2017-18
Man City,1.6,Brighton,1.2,2017-18
West Ham,0.6,Man United,0.8,2017-18
Swansea,3.0,Stoke,1.6,2017-18
Liverpool,2.8,Brighton,0.1,2017-18
Burnley,1.1,Bournemouth,1.3,2017-18
Crystal Palace,2.2,West Brom,0.2,2017-18
West Ham,1.1,Everton,1.6,2017-18
Huddersfield,1.7,Arsenal,2.0,2017-18
Newcastle,2.2,Chelsea,1.0,2017-18
Man United,0.4,Watford,0.6,2017-18
Southampton,0.5,Man City,0.8,2017-18
Tottenham,1.8,Leicester,1.4,2017-18
